BBN_train                               	BankAmerica                                                                                         	                                                                                                                                                                                                                                                                                                            	|eased 1\/2 to 31 and Wells Fargo lost 1\/2 to 81 ; the two bank holding companies , based in San Francisco , were forced to curtail some operations due to the temblor .                                                                                                                                    
BBN_train                               	New York Stock Exchange                                                                             	In composite trading on the                                                                                                                                                                                                                                                                                 	|, CMS Energy closed at $ 34.375 a share , down 62.5 cents , from the closing price of $ 37.375 a share on Thursday , before Friday 's plunge .                                                                                                                                                              
BBN_train                               	The                                                                                                 	                                                                                                                                                                                                                                                                                                            	|diners at my table simply lit more Gauloises and scoffed at the suggestion of interrupting a perfectly good Saturday morning to go golfing or even montgolfing ( ballooning to you ; the brothers Montgolfier , French of course , were the world 's first hot-air balloonists ) .                          
BBN_train                               	The                                                                                                 	                                                                                                                                                                                                                                                                                                            	|Fed has allowed a key short-term interest rate to decline about one-quarter percentage point .                                                                                                                                                                                                              
BBN_train                               	The                                                                                                 	                                                                                                                                                                                                                                                                                                            	|rate on six-month bills rose to 7.53 % for a bond-equivalent yield of 7.92 % .                                                                                                                                                                                                                              
BBN_train                               	Bloomingdale                                                                                        	The chains include                                                                                                                                                                                                                                                                                          	|'s , owned by Campeau Corp. , Toronto ; Saks Fifth Avenue and Marshall Field 's , owned by B.A.T Industries PLC , London ; and B. Altman & amp ; Co. and Sakowitz Inc. , owned by Hooker Corp. , which is now being managed by a court-appointed provisional liquidator .                                   
BBN_train                               	Bear Stearns                                                                                        	Separately , Mr. Cayne of                                                                                                                                                                                                                                                                                   	|said his firm is working with regulators to balance margin requirements to `` enhance stabilization . ''                                                                                                                                                                                                    
BBN_train                               	Marriott                                                                                            	Other institutional users reportedly include                                                                                                                                                                                                                                                                	|, which is moving away from fresh eggs on a region-by-region basis .                                                                                                                                                                                                                                        
BBN_train                               	TVA                                                                                                 	The                                                                                                                                                                                                                                                                                                         	|said the refinancing should save $ 75 million a year in interest payments .                                                                                                                                                                                                                                 
BBN_train                               	Compaq                                                                                              	That 's a break from                                                                                                                                                                                                                                                                                        	|tradition , because the company does n't announce products until they 're actually at the dealers .                                                                                                                                                                                                         
BBN_train                               	CRA                                                                                                 	                                                                                                                                                                                                                                                                                                            	|said then that it was looking for a partner for the mine , which produces more than three million metric tons of coal a year .                                                                                                                                                                              
BBN_train                               	Lilly                                                                                               	In its latest annual report ,                                                                                                                                                                                                                                                                               	|said Humulin sales have shown `` excellent growth . ''                                                                                                                                                                                                                                                      
