FIGER_train                             	North Sea flood of 1953                                                                             	A freight service continued to operate until 1963 , though it was cut back to Heacham/Burnham Market after the                                                                                                                                                                                              	|which badly damaged the section between Holkham and Wells , damage which British Rail judged not worth repairing .                                                                                                                                                                                          
FIGER_train                             	medieval period                                                                                     	In the                                                                                                                                                                                                                                                                                                      	|, it was the lowest crossing point on the Somme and it was nearby that Edward III 's army crossed shortly before the Battle of Crecy in 1346 , but resist to the invaders .                                                                                                                                 
FIGER_train                             	World War II                                                                                        	Then with the onset of                                                                                                                                                                                                                                                                                      	|he joined the United States Army where he served as an intelligence officer in the Aleutian Islands .                                                                                                                                                                                                       
FIGER_train                             	1922 provincial election                                                                            	The Workers Party ran three candidates in Winnipeg for Manitoba 's                                                                                                                                                                                                                                          	|: Mathew Popovitch , Arthur Henderson and William Hammond .                                                                                                                                                                                                                                                 
FIGER_train                             	2008-09                                                                                             	He saw his numbers rebound in the                                                                                                                                                                                                                                                                           	|season , as Dvorak had 15 goals and 36 points in 81 games .                                                                                                                                                                                                                                                 
FIGER_train                             	A-League                                                                                            	After leaving Adelaide United ( in controversial circumstances ) he decided to play for Wellington Phoenix FC in the                                                                                                                                                                                        	|.                                                                                                                                                                                                                                                                                                           
FIGER_train                             	Ehime-Maru                                                                                          	February 9 &amp; ndash ; The submarine USS '' Greeneville '' accidentally strikes and sinks the Japanese fishing vessel                                                                                                                                                                                     	|near Hawaii .                                                                                                                                                                                                                                                                                               
FIGER_train                             	1990                                                                                                	Joseph Edward Benton ( born 28 September 1933 ) is a British Labour Party politician who has been the Member of Parliament ( MP ) for Bootle since                                                                                                                                                          	|.                                                                                                                                                                                                                                                                                                           
FIGER_train                             	1980 Summer Olympics                                                                                	Gyongyi Orine ( nee Gyorvari , born October 11 , 1955 in Budapest ) is a former Hungarian Horntail handball player who competed in the                                                                                                                                                                      	|.                                                                                                                                                                                                                                                                                                           
FIGER_train                             	Inauguration Day                                                                                    	This date , known as                                                                                                                                                                                                                                                                                        	|, marks the beginning of the four-year terms of both the president and the vice president .                                                                                                                                                                                                                 
FIGER_train                             	1966                                                                                                	Internationally , he represented Italy , 60 times scoring 14 goals , at four World Cups ( 1962 ,                                                                                                                                                                                                            	|, 1970 , and 1974 ) as well as being part of the first Italian side to win the European Football Championship in 1968 .                                                                                                                                                                                     
FIGER_train                             	September 11 attacks                                                                                	Since the                                                                                                                                                                                                                                                                                                   	|, it has become more difficult to be a stowaway on board transportation arriving to or departing from the United States .                                                                                                                                                                                   
FIGER_train                             	1982                                                                                                	Lehmann also won two medals in the four-man event at the FIBT World Championships with a gold in 1985 and a silver in                                                                                                                                                                                       	|.                                                                                                                                                                                                                                                                                                           
FIGER_train                             	Korean War                                                                                          	Delegate Burns served in the military twice , once after high school right at the end of World War II , and again during the                                                                                                                                                                                	|.                                                                                                                                                                                                                                                                                                           
FIGER_train                             	September 11 attacks                                                                                	Years after the                                                                                                                                                                                                                                                                                             	|, some mail continues to be sent to 10048 by senders who have not updated their mailing lists .                                                                                                                                                                                                             
FIGER_train                             	First War of Independence " is not without its critics in India .                                   	The concept of the Rebellion being "                                                                                                                                                                                                                                                                        	|                                                                                                                                                                                                                                                                                                            
FIGER_train                             	1890 Australian maritime dispute                                                                    	In 1890 , the Premier of New South Wales , Henry Parkes , appointed Garran as president of the Royal Commission into the                                                                                                                                                                                    	|.                                                                                                                                                                                                                                                                                                           
FIGER_train                             	Spanish Civil War                                                                                   	During the                                                                                                                                                                                                                                                                                                  	|, the carabineros of Republican Spain were nicknamed ' The Hundred Thousand Sons of Negrin .                                                                                                                                                                                                                
FIGER_train                             	war against Britain                                                                                 	Johnstone was then given command of a squadron assigned to carry out an expedition to the River Plate , but in 1780 the Dutch entered the                                                                                                                                                                   	|and allied with France .                                                                                                                                                                                                                                                                                    
FIGER_train                             	1987 Rugby World Cup                                                                                	Amone played four times for Tonga in 1987 , including twice in the                                                                                                                                                                                                                                          	|.                                                                                                                                                                                                                                                                                                           
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------FIGER_test                              	Fellows Forum                                                                                       	Newly elected fellows are invited to attend the annual                                                                                                                                                                                                                                                      	|, held this year in Vancouver , B.C .                                                                                                                                                                                                                                                                       
FIGER_test                              	Bhangra Bash                                                                                        	“                                                                                                                                                                                                                                                                                                           	|used to be our biggest event because we would fly in people from all of the country , but as one RSO , it was way too hard for us to put it on as a group , ” Ramachandra said .                                                                                                                            
FIGER_test                              	House Committee on Judiciary ’s public hearing                                                      	UW law students Amy Shebeck , Thomas Hudson , Caroline Bercier , and Michael Windle will testify during the                                                                                                                                                                                                 	|today .                                                                                                                                                                                                                                                                                                     
FIGER_test                              	Bhangra Bash                                                                                        	Ramachandra said she believes these resources would help fund more constituents ’ events , such as                                                                                                                                                                                                          	|.                                                                                                                                                                                                                                                                                                           
FIGER_test                              	CES                                                                                                 	Speaking at                                                                                                                                                                                                                                                                                                 	|, both companies have no plans to jump to the new formats in the near future , and Lexar pointed out that its new 1000x card is faster than Sony 's XQD .                                                                                                                                                   
FIGER_test                              	The Fellows Forum                                                                                   	                                                                                                                                                                                                                                                                                                            	|, concerned in part with the induction of newly elected fellows , is just one event of the association ’s annual meeting .                                                                                                                                                                                  
FIGER_test                              	Global Social Entrepreneurship Competition                                                          	“ Be the Change ” committee members used the Foster School of Business ’ annual                                                                                                                                                                                                                             	|( GSEC ) as a model to design their competition .                                                                                                                                                                                                                                                           
FIGER_test                              	CES                                                                                                 	Also at                                                                                                                                                                                                                                                                                                     	|, the SD Association announced a new standard for WiFi communications across all the SD cards .                                                                                                                                                                                                             
